ID_Étudiant,Âge,Sexe,Région,Niveau_Éducation_Parents,Note_Moyenne,Taux_Absentéisme,Devoirs_Remis,Temps_Moodle_Heures,Participation_Forums,Satisfaction,Abandon,Cluster
Etudiant_312,19,Homme,Urbain,Secondaire,16.1,4,80,47,4,5,Non,1
Etudiant_313,21,Femme,Urbain,Supérieur,5.8,43,54,20,9,10,Non,0
Etudiant_314,21,Homme,Rural,Supérieur,5.8,17,21,20,14,4,Non,0
Etudiant_315,21,Homme,Urbain,Secondaire,14.3,34,78,28,10,4,Non,1
Etudiant_316,26,Homme,Périurbain,Secondaire,6.9,36,17,17,8,2,Oui,0
Etudiant_317,25,Homme,Urbain,Secondaire,8.8,42,100,14,13,7,Non,1
Etudiant_318,20,Femme,Rural,Secondaire,5.1,2,26,4,19,4,Non,0
Etudiant_319,24,Femme,Urbain,Supérieur,9.6,11,26,12,20,8,Oui,0
Etudiant_320,20,Femme,Urbain,Supérieur,4.0,20,7,8,2,4,Non,2
Etudiant_321,22,Homme,Périurbain,Secondaire,10.8,1,72,49,6,6,Non,1
Etudiant_322,25,Homme,Rural,Aucun,18.7,13,44,49,14,2,Non,2
Etudiant_323,21,Femme,Urbain,Aucun,13.9,37,68,37,6,7,Non,1
Etudiant_324,19,Homme,Urbain,Supérieur,2.7,9,35,6,13,1,Non,0
Etudiant_325,25,Femme,Périurbain,Aucun,12.3,48,76,9,15,10,Non,0
Etudiant_326,30,Homme,Urbain,Secondaire,11.7,45,68,6,16,2,Oui,0
Etudiant_327,26,Femme,Urbain,Aucun,4.8,25,21,10,11,8,Oui,0
Etudiant_328,19,Homme,Urbain,Supérieur,13.4,4,41,28,1,8,Oui,2
Etudiant_329,18,Homme,Rural,Secondaire,10.6,19,90,29,16,10,Non,1
Etudiant_330,28,Femme,Urbain,Secondaire,12.8,10,37,20,5,9,Oui,2
Etudiant_331,26,Homme,Périurbain,Supérieur,1.0,36,37,26,2,3,Oui,0
Etudiant_332,18,Homme,Rural,Aucun,8.3,15,73,7,9,8,Oui,1
Etudiant_333,19,Femme,Urbain,Supérieur,14.3,36,34,34,16,1,Non,2
Etudiant_334,30,Homme,Urbain,Supérieur,2.0,24,65,22,12,9,Non,0
Etudiant_335,21,Femme,Rural,Aucun,15.4,43,86,49,4,1,Oui,1
Etudiant_336,20,Homme,Urbain,Secondaire,0.1,34,12,13,16,9,Oui,0
Etudiant_337,24,Homme,Urbain,Aucun,11.0,21,17,28,18,7,Non,0
Etudiant_338,25,Femme,Périurbain,Aucun,18.6,24,96,19,0,10,Oui,1
Etudiant_339,25,Femme,Rural,Secondaire,8.1,48,100,29,5,8,Oui,1
Etudiant_340,21,Femme,Périurbain,Secondaire,18.7,47,52,16,6,9,Oui,2
Etudiant_341,24,Femme,Urbain,Supérieur,17.6,8,7,7,6,3,Non,2
Etudiant_342,18,Femme,Périurbain,Aucun,9.5,50,35,5,1,10,Non,2
Etudiant_343,20,Homme,Urbain,Secondaire,4.0,44,83,10,7,3,Oui,1
Etudiant_344,24,Homme,Rural,Aucun,19.3,46,16,43,1,3,Oui,2
Etudiant_345,18,Femme,Rural,Aucun,6.4,5,89,19,14,2,Non,1
Etudiant_346,24,Femme,Rural,Secondaire,12.9,32,16,45,1,7,Oui,2
Etudiant_347,22,Homme,Périurbain,Secondaire,18.2,47,31,44,11,10,Non,2
Etudiant_348,30,Homme,Périurbain,Aucun,1.8,22,18,38,6,10,Oui,0
Etudiant_349,30,Femme,Urbain,Secondaire,11.5,3,91,2,8,6,Oui,1
Etudiant_350,25,Femme,Rural,Aucun,10.7,6,41,13,11,9,Non,2
Etudiant_351,22,Homme,Périurbain,Secondaire,14.5,27,31,20,14,7,Non,2
Etudiant_352,24,Homme,Urbain,Supérieur,18.7,14,97,9,16,7,Non,1
Etudiant_353,29,Homme,Périurbain,Secondaire,18.3,4,86,5,12,10,Oui,1
Etudiant_354,29,Homme,Urbain,Aucun,3.5,21,50,45,20,4,Oui,0
Etudiant_355,30,Femme,Périurbain,Secondaire,17.6,38,62,15,3,5,Non,2
Etudiant_356,26,Homme,Périurbain,Aucun,3.5,49,18,22,0,7,Non,0
Etudiant_357,28,Homme,Périurbain,Secondaire,18.4,39,73,25,7,6,Oui,2
Etudiant_358,29,Homme,Rural,Aucun,19.9,38,80,32,11,5,Oui,1
Etudiant_359,25,Femme,Rural,Aucun,7.9,25,34,3,15,8,Non,0
Etudiant_360,20,Homme,Périurbain,Secondaire,9.9,49,80,43,19,3,Oui,1
Etudiant_361,21,Femme,Urbain,Aucun,18.7,20,53,19,14,3,Oui,2
Etudiant_362,22,Femme,Urbain,Supérieur,19.2,1,48,16,5,7,Oui,2
Etudiant_363,21,Femme,Rural,Supérieur,18.5,40,57,11,15,10,Oui,2
Etudiant_364,18,Femme,Rural,Secondaire,17.5,17,9,1,18,9,Oui,2
Etudiant_365,27,Femme,Rural,Aucun,0.2,50,81,25,17,5,Non,0
Etudiant_366,29,Femme,Périurbain,Aucun,11.4,28,98,28,11,9,Oui,1
Etudiant_367,26,Homme,Urbain,Aucun,2.1,31,11,35,11,6,Oui,0
Etudiant_368,18,Homme,Rural,Secondaire,19.7,14,51,47,5,9,Oui,2
Etudiant_369,29,Homme,Périurbain,Secondaire,5.7,22,65,35,8,4,Oui,0
Etudiant_370,23,Homme,Rural,Supérieur,19.8,35,95,15,2,4,Non,1
Etudiant_371,18,Femme,Urbain,Aucun,10.9,24,35,6,9,4,Non,2
Etudiant_372,18,Homme,Urbain,Supérieur,9.9,27,88,29,0,10,Non,1
Etudiant_373,27,Homme,Rural,Secondaire,18.8,11,47,6,12,5,Non,2
Etudiant_374,25,Homme,Périurbain,Secondaire,17.0,43,58,50,1,6,Non,2
Etudiant_375,26,Homme,Urbain,Supérieur,9.4,37,62,8,5,3,Oui,0
Etudiant_376,26,Homme,Urbain,Aucun,3.9,42,41,7,18,3,Oui,0
Etudiant_377,20,Homme,Urbain,Aucun,2.3,24,74,0,6,9,Oui,1
Etudiant_378,18,Homme,Rural,Aucun,3.2,5,0,3,7,9,Oui,2
Etudiant_379,26,Femme,Périurbain,Secondaire,9.2,49,99,49,20,6,Non,1
Etudiant_380,19,Femme,Périurbain,Aucun,5.1,39,93,14,7,2,Non,1
Etudiant_381,20,Femme,Périurbain,Aucun,3.7,18,11,8,6,6,Non,2
Etudiant_382,19,Femme,Périurbain,Supérieur,14.7,15,93,12,8,9,Non,1
Etudiant_383,27,Homme,Périurbain,Supérieur,15.8,45,58,25,20,8,Oui,0
Etudiant_384,19,Homme,Rural,Supérieur,11.4,4,81,23,13,10,Oui,1
Etudiant_385,28,Femme,Rural,Supérieur,15.1,5,85,43,16,10,Non,1
Etudiant_386,21,Femme,Périurbain,Secondaire,3.5,17,89,40,0,7,Non,1
Etudiant_387,24,Femme,Périurbain,Aucun,17.1,9,45,41,0,9,Oui,2
Etudiant_388,19,Homme,Rural,Secondaire,17.9,24,8,5,15,5,Non,2
Etudiant_389,27,Homme,Rural,Aucun,16.5,45,68,37,4,7,Oui,1
Etudiant_390,21,Femme,Périurbain,Secondaire,10.3,50,50,37,20,1,Non,0
Etudiant_391,27,Homme,Périurbain,Aucun,1.7,40,27,16,5,9,Oui,0
Etudiant_392,27,Femme,Rural,Aucun,13.4,9,54,4,19,2,Oui,0
Etudiant_393,18,Homme,Urbain,Aucun,3.7,47,27,1,0,1,Non,2
Etudiant_394,27,Homme,Périurbain,Secondaire,2.8,24,63,4,7,7,Non,0
Etudiant_395,19,Homme,Urbain,Supérieur,6.5,20,34,12,8,3,Oui,2
Etudiant_396,24,Femme,Périurbain,Supérieur,5.0,23,41,41,19,1,Non,0
Etudiant_397,28,Homme,Périurbain,Secondaire,5.2,6,36,28,9,1,Non,0
Etudiant_398,27,Homme,Périurbain,Aucun,4.7,5,43,8,20,4,Non,0
Etudiant_399,27,Homme,Périurbain,Aucun,15.1,0,70,5,8,5,Non,1
Etudiant_400,26,Homme,Urbain,Secondaire,19.1,19,73,21,13,3,Non,1
Etudiant_401,23,Femme,Rural,Supérieur,6.0,28,16,7,12,5,Oui,0
Etudiant_402,22,Femme,Rural,Supérieur,14.5,23,72,2,11,5,Non,1
Etudiant_403,21,Femme,Urbain,Aucun,0.2,48,62,29,14,3,Non,0
Etudiant_404,28,Homme,Rural,Supérieur,13.1,17,100,3,8,1,Non,1
Etudiant_405,29,Femme,Rural,Supérieur,13.9,6,43,10,6,5,Oui,2
Etudiant_406,23,Femme,Rural,Supérieur,1.2,8,87,36,14,4,Non,1
Etudiant_407,21,Femme,Rural,Aucun,2.4,5,97,27,9,9,Oui,1
Etudiant_408,22,Femme,Rural,Supérieur,6.1,11,6,46,16,1,Non,0
Etudiant_409,24,Femme,Périurbain,Aucun,8.1,27,5,25,19,6,Oui,0
Etudiant_410,20,Femme,Urbain,Secondaire,10.1,28,12,31,12,8,Non,2
Etudiant_411,28,Homme,Rural,Secondaire,17.9,35,80,1,18,2,Oui,0
Etudiant_412,28,Homme,Rural,Aucun,14.1,35,100,24,3,10,Oui,1
Etudiant_413,22,Femme,Rural,Supérieur,6.2,32,58,43,0,9,Non,1
Etudiant_414,25,Femme,Périurbain,Secondaire,2.3,26,2,27,16,4,Non,0
Etudiant_415,23,Femme,Rural,Aucun,18.3,6,15,11,11,9,Non,2
Etudiant_416,30,Homme,Rural,Supérieur,5.9,1,20,22,17,7,Oui,0
Etudiant_417,19,Homme,Urbain,Secondaire,12.3,5,56,13,20,4,Non,1
Etudiant_418,18,Homme,Périurbain,Aucun,4.4,22,58,11,19,9,Oui,0
Etudiant_419,25,Homme,Rural,Supérieur,2.7,35,0,17,19,5,Non,0
Etudiant_420,27,Femme,Urbain,Supérieur,3.1,5,54,17,9,1,Oui,0
Etudiant_421,27,Homme,Urbain,Aucun,15.0,38,25,28,9,7,Non,2
Etudiant_422,19,Homme,Urbain,Supérieur,12.1,38,88,9,3,7,Non,1
Etudiant_423,19,Femme,Urbain,Secondaire,8.3,50,16,2,15,7,Oui,0
Etudiant_424,26,Femme,Rural,Aucun,11.0,20,83,39,2,6,Oui,1
Etudiant_425,21,Femme,Urbain,Supérieur,9.4,24,38,39,10,9,Non,2
Etudiant_426,26,Homme,Périurbain,Supérieur,10.8,0,20,39,8,1,Non,2
Etudiant_427,22,Femme,Périurbain,Supérieur,13.3,18,35,15,20,1,Non,0
Etudiant_428,20,Femme,Rural,Supérieur,4.4,26,11,41,10,5,Oui,0
Etudiant_429,23,Homme,Urbain,Supérieur,4.9,24,83,18,8,4,Non,1
Etudiant_430,19,Femme,Périurbain,Aucun,15.1,49,46,31,8,10,Oui,2
Etudiant_431,21,Femme,Urbain,Secondaire,17.5,5,32,26,20,8,Oui,2
Etudiant_432,23,Femme,Périurbain,Secondaire,1.6,46,10,35,20,4,Non,0
Etudiant_433,22,Femme,Périurbain,Aucun,8.9,35,47,30,9,6,Oui,2
Etudiant_434,20,Femme,Périurbain,Supérieur,14.1,15,85,3,6,10,Oui,1
Etudiant_435,25,Homme,Rural,Secondaire,1.6,36,83,5,4,9,Oui,1
Etudiant_436,26,Homme,Périurbain,Secondaire,11.3,33,21,17,16,10,Non,0
Etudiant_437,29,Femme,Urbain,Secondaire,1.2,10,6,24,7,4,Oui,0
Etudiant_438,22,Femme,Rural,Supérieur,11.0,43,50,8,1,4,Oui,2
Etudiant_439,27,Femme,Rural,Aucun,10.1,24,80,26,19,5,Oui,0
Etudiant_440,30,Femme,Périurbain,Secondaire,11.5,10,39,12,12,8,Oui,0
Etudiant_441,28,Femme,Rural,Aucun,3.0,8,92,41,10,3,Non,1
Etudiant_442,26,Homme,Périurbain,Secondaire,6.6,17,89,33,4,2,Oui,1
Etudiant_443,18,Femme,Urbain,Aucun,10.4,19,96,15,0,3,Oui,1
Etudiant_444,28,Homme,Rural,Supérieur,2.3,17,29,40,20,3,Oui,0
Etudiant_445,26,Femme,Périurbain,Supérieur,4.1,31,54,34,15,9,Oui,0
Etudiant_446,22,Femme,Rural,Supérieur,11.7,9,83,50,9,2,Non,1
Etudiant_447,28,Femme,Rural,Aucun,1.8,4,11,1,8,7,Oui,0
Etudiant_448,19,Homme,Urbain,Supérieur,10.2,10,90,24,13,1,Oui,1
Etudiant_449,20,Femme,Périurbain,Supérieur,16.2,27,12,50,12,7,Non,2
Etudiant_450,22,Homme,Périurbain,Secondaire,9.1,17,0,45,12,5,Non,2
Etudiant_451,19,Femme,Urbain,Aucun,10.3,26,27,22,1,9,Non,2
Etudiant_452,19,Femme,Urbain,Aucun,9.1,19,61,30,18,5,Non,1
Etudiant_453,29,Homme,Périurbain,Secondaire,1.2,30,9,34,18,3,Non,0
Etudiant_454,26,Homme,Rural,Supérieur,9.2,50,16,50,6,3,Non,0
Etudiant_455,20,Femme,Urbain,Secondaire,16.1,4,75,31,10,10,Oui,1
Etudiant_456,22,Femme,Urbain,Supérieur,14.5,23,28,22,7,5,Non,2
Etudiant_457,22,Femme,Rural,Aucun,7.9,16,66,36,17,1,Non,1
Etudiant_458,27,Homme,Périurbain,Supérieur,16.3,15,87,32,20,6,Oui,1
Etudiant_459,21,Homme,Rural,Secondaire,14.9,46,56,20,15,8,Oui,2
Etudiant_460,29,Femme,Urbain,Supérieur,11.6,40,1,24,11,3,Oui,0
Etudiant_461,23,Homme,Rural,Secondaire,0.9,31,1,17,16,1,Non,0
Etudiant_462,21,Femme,Périurbain,Supérieur,6.9,38,89,11,9,3,Non,1
Etudiant_463,28,Femme,Urbain,Aucun,1.3,39,43,1,5,6,Oui,0
Etudiant_464,28,Femme,Rural,Aucun,19.9,12,15,20,17,10,Non,2
Etudiant_465,22,Homme,Périurbain,Aucun,18.7,29,54,38,5,1,Non,2
Etudiant_466,26,Homme,Périurbain,Supérieur,1.4,6,88,14,9,10,Oui,1
Etudiant_467,25,Homme,Périurbain,Secondaire,18.7,8,16,1,3,5,Non,2
Etudiant_468,22,Homme,Périurbain,Aucun,0.6,19,61,49,15,8,Oui,1
Etudiant_469,18,Femme,Périurbain,Secondaire,8.2,0,9,17,4,10,Non,2
Etudiant_470,19,Homme,Périurbain,Aucun,15.4,25,29,3,8,9,Non,2
Etudiant_471,28,Femme,Urbain,Aucun,15.3,21,49,30,17,6,Oui,0
Etudiant_472,24,Homme,Périurbain,Aucun,19.6,39,11,33,5,2,Oui,2
Etudiant_473,22,Homme,Périurbain,Aucun,12.9,24,93,22,10,6,Oui,1
Etudiant_474,18,Homme,Périurbain,Secondaire,8.4,21,13,49,20,9,Non,2
Etudiant_475,18,Femme,Rural,Secondaire,19.9,28,13,37,2,4,Oui,2
Etudiant_476,23,Homme,Urbain,Supérieur,7.6,21,40,14,7,3,Non,2
Etudiant_477,30,Homme,Urbain,Secondaire,17.4,27,47,10,11,9,Non,2
Etudiant_478,20,Femme,Rural,Supérieur,18.1,41,38,6,7,2,Non,2
Etudiant_479,28,Femme,Périurbain,Secondaire,7.5,38,17,15,9,9,Oui,0
Etudiant_480,22,Femme,Rural,Secondaire,13.7,8,48,42,13,3,Non,1
Etudiant_481,20,Femme,Rural,Aucun,13.2,19,99,15,10,7,Oui,1
Etudiant_482,29,Femme,Rural,Supérieur,10.8,20,96,17,11,9,Non,1
Etudiant_483,25,Femme,Urbain,Aucun,13.1,38,17,34,8,9,Non,2
Etudiant_484,26,Homme,Urbain,Secondaire,7.0,44,82,50,18,7,Non,1
Etudiant_485,29,Femme,Urbain,Secondaire,3.6,12,86,47,9,2,Non,1
Etudiant_486,24,Homme,Périurbain,Aucun,10.7,30,18,3,14,6,Oui,0
Etudiant_487,26,Femme,Périurbain,Supérieur,10.6,20,8,48,3,4,Non,2
Etudiant_488,18,Homme,Rural,Secondaire,14.6,11,67,14,15,4,Non,1
Etudiant_489,19,Homme,Urbain,Secondaire,4.5,25,72,36,1,6,Oui,1
Etudiant_490,19,Homme,Urbain,Aucun,0.1,20,1,24,20,6,Non,0
Etudiant_491,29,Femme,Périurbain,Secondaire,0.5,18,78,22,18,6,Non,0
Etudiant_492,20,Femme,Périurbain,Secondaire,6.0,47,83,11,18,5,Non,0
Etudiant_493,26,Femme,Urbain,Secondaire,13.5,44,21,11,19,4,Non,0
Etudiant_494,18,Femme,Urbain,Supérieur,10.9,40,56,15,2,10,Non,2
Etudiant_495,23,Homme,Périurbain,Secondaire,10.6,31,44,37,15,9,Non,0
Etudiant_496,27,Femme,Périurbain,Secondaire,16.5,36,92,20,6,8,Oui,1
Etudiant_497,26,Femme,Urbain,Secondaire,5.0,50,27,47,16,9,Oui,0
Etudiant_498,20,Femme,Rural,Aucun,6.9,15,80,44,3,1,Oui,1
Etudiant_499,24,Homme,Rural,Secondaire,5.5,20,95,22,12,2,Oui,1
Etudiant_500,20,Femme,Rural,Supérieur,18.7,24,19,37,16,6,Non,2
